timestamp,demand,aggregate_cpu,max_cpu,mean_cpu,active_vm_count,spike_any,mapping_variant,scale_factor,alpha,capacity_per_task
2017-01-01 00:00:00+00:00,1.2238415,1.725,0.525,0.345,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:05:00+00:00,1.3621888,1.92,0.57,0.384,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:10:00+00:00,1.5005362,2.115,0.615,0.423,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:15:00+00:00,1.9687886,2.775,0.84,0.555,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:20:00+00:00,2.4334936,3.43,1.0,0.686,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:25:00+00:00,2.6427882,3.725,1.0,0.745,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:30:00+00:00,2.5399148,3.5800002,1.0,0.716,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:35:00+00:00,2.1497042,3.03,0.93,0.606,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:40:00+00:00,1.692094,2.385,0.72,0.477,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:45:00+00:00,1.4686098,2.07,0.63,0.41399997,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:50:00+00:00,1.3196204,1.8599999,0.57,0.37199998,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:55:00+00:00,1.1812731,1.665,0.495,0.333,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:00:00+00:00,1.5750309,2.22,0.675,0.444,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:05:00+00:00,2.2100096,3.115,1.0,0.623,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:10:00+00:00,2.5363672,3.5749998,1.0,0.715,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:15:00+00:00,2.6427882,3.725,1.0,0.745,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:20:00+00:00,2.3270726,3.28,1.0,0.656,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:25:00+00:00,1.7985148,2.5349998,0.78,0.50699997,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:30:00+00:00,1.5324626,2.16,0.66,0.432,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:35:00+00:00,1.3621888,1.92,0.585,0.384,5,0,linear,0.7094733777135179,2.0,1.0
