timestamp,demand,aggregate_cpu,max_cpu,mean_cpu,active_vm_count,spike_any,mapping_variant,scale_factor,alpha,capacity_per_task
2017-01-01 00:00:00+00:00,0.81589437,1.15,0.35,0.22999999,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:05:00+00:00,0.9081259,1.28,0.38,0.25599998,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:10:00+00:00,1.0003575,1.4100001,0.41,0.282,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:15:00+00:00,1.3125257,1.85,0.56,0.37,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:20:00+00:00,1.8020624,2.54,0.92,0.508,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:25:00+00:00,2.0007148,2.82,0.96,0.564,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:30:00+00:00,1.8446307,2.6,0.88,0.52,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:35:00+00:00,1.4331362,2.02,0.62,0.40399998,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:40:00+00:00,1.1280626,1.5899999,0.48,0.318,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:45:00+00:00,0.9790732,1.38,0.42,0.276,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:50:00+00:00,0.879747,1.24,0.38,0.248,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 00:55:00+00:00,0.78751546,1.11,0.33,0.222,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:00:00+00:00,1.0500206,1.48,0.45,0.296,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:05:00+00:00,1.4827993,2.09,0.68,0.41799998,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:10:00+00:00,1.9652412,2.77,0.98,0.554,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:15:00+00:00,1.9510517,2.75,0.91,0.55,5,1,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:20:00+00:00,1.5963151,2.25,0.73,0.45,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:25:00+00:00,1.1990099,1.6899999,0.52,0.338,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:30:00+00:00,1.0216417,1.44,0.44,0.28800002,5,0,linear,0.7094733777135179,2.0,1.0
2017-01-01 01:35:00+00:00,0.9081259,1.28,0.39,0.25599998,5,0,linear,0.7094733777135179,2.0,1.0
